title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
127 Hours,,2010,8,"282 511,00",282511000,Adventure,Biography,Drama,Thriller,,,,,18000000,18335230,60217171,18335230,60217171,335230,23881941,24217171
A Nightmare on Elm Street,,2010,5,"76 187,00",76187000,Horror,Mystery,Thriller,,,,,,35000000,63075011,117729621,63075011,117729621,28075011,19654610,47729621
Alice in Wonderland,,2010,7,"311 479,00",311479000,Adventure,Family,Fantasy,,,,,,200000000,334191110,1025491110,334191110,1025491110,134191110,491300000,625491110
All Good Things,,2010,6,"41 965,00",41965000,Crime,Drama,Mystery,Romance,Thriller,,,,20000000,582024,873617,582024,873617,-19417976,-19708407,-39126383
Black Swan,,2010,8,"558 327,00",558327000,Drama,Thriller,,,,,,,13000000,106954678,331266710,106954678,331266710,93954678,211312032,305266710
Blue Valentine,,2010,7,"143 697,00",143697000,Drama,Romance,,,,,,,1000000,9737892,16566240,9737892,16566240,8737892,5828348,14566240
Buried,,2010,7,"120 274,00",120274000,Drama,Mystery,Thriller,,,,,,1987650,1044143,21270290,1044143,21270290,-943507,18238497,17294990
Burlesque,,2010,6,"62 386,00",62386000,Drama,Music,Musical,Romance,,,,,55000000,39440655,90552675,39440655,90552675,-15559345,-3887980,-19447325
Clash of the Titans,,2010,6,"231 683,00",231683000,Action,Adventure,Fantasy,,,,,,125000000,163214888,493214888,163214888,493214888,38214888,205000000,243214888
Despicable Me,,2010,8,"392 108,00",392108000,Animation,Adventure,Comedy,Family,,,,,69000000,251513985,543495033,251513985,543495033,182513985,222981048,405495033
Devil,,2010,6,"105 497,00",105497000,Horror,Mystery,Thriller,,,,,,10000000,33679655,63354114,33679655,63354114,23679655,19674459,43354114
Diary of a Wimpy Kid,,2010,6,"32 467,00",32467000,Comedy,Family,,,,,,,15000000,64003625,76954311,64003625,76954311,49003625,-2049314,46954311
Easy A,,2010,7,"281 090,00",281090000,Comedy,Drama,Romance,,,,,,8000000,58401464,76200721,58401464,76200721,50401464,9799257,60200721
Flipped,,2010,8,"61 863,00",61863000,Comedy,Drama,Romance,,,,,,14000000,1755212,1755212,1755212,1755212,-12244788,-12244788,-24489576
Grown Ups,,2010,6,"183 803,00",183803000,Comedy,,,,,,,,75000000,162001186,272223430,162001186,272223430,87001186,35222244,122223430
Hot Tub Time Machine,,2010,6,"140 308,00",140308000,Comedy,Sci-Fi,,,,,,,36000000,50269859,65967750,50269859,65967750,14269859,-20302109,-6032250
How to Train Your Dragon,,2010,8,"494 636,00",494636000,Animation,Action,Adventure,Comedy,Family,Fantasy,,,165000000,217581231,494870991,217581231,494870991,52581231,112289760,164870991
I Spit on Your Grave,,2010,6,"57 341,00",57341000,Horror,Thriller,,,,,,,1750000,93051,1278471,93051,1278471,-1656949,-564580,-2221529
Incendies,,2010,8,"83 022,00",83022000,Drama,Mystery,War,,,,,,6800000,6857096,16038343,6857096,16038343,57096,2381247,2438343
Inception,,2010,9,"1 495 184,00",1495184000,Action,Adventure,Sci-Fi,Thriller,,,,,160000000,292576195,832584416,292576195,832584416,132576195,380008221,512584416
Insidious,,2010,7,"207 212,00",207212000,Fantasy,Horror,Mystery,Thriller,,,,,1500000,54009150,99870886,54009150,99870886,52509150,44361736,96870886
Iron Man 2,,2010,7,"530 514,00",530514000,Action,Adventure,Sci-Fi,,,,,,170000000,312433331,623561331,312433331,623561331,142433331,141128000,283561331
It's Kind of a Funny Story,,2010,7,"108 103,00",108103000,Comedy,Drama,Romance,,,,,,8000000,6363628,6632950,6363628,6632950,-1636372,-7730678,-9367050
Kick-Ass,,2010,8,"441 315,00",441315000,Action,Comedy,,,,,,,28000000,48071303,97531134,48071303,97531134,20071303,21459831,41531134
Legion,,2010,5,"81 654,00",81654000,Action,Fantasy,Horror,,,,,,26000000,40168080,67647574,40168080,67647574,14168080,1479494,15647574
Let Me In,,2010,7,"93 524,00",93524000,Drama,Fantasy,Horror,Mystery,,,,,20000000,12134935,28270399,12134935,28270399,-7865065,-3864536,-11729601
Machete,,2010,7,"167 175,00",167175000,Action,Crime,Thriller,,,,,,12500000,26593646,46370970,26593646,46370970,14093646,7277324,21370970
Megamind,,2010,7,"175 604,00",175604000,Animation,Action,Comedy,Family,Sci-Fi,,,,130000000,148415853,321887208,148415853,321887208,18415853,43471355,61887208
Monsters,,2010,6,"76 420,00",76420000,Drama,Sci-Fi,Thriller,,,,,,500000,237301,5639730,237301,5639730,-262699,4902429,4639730
Nanny McPhee Returns,Nanny McPhee and the Big Bang,2010,6,"19 613,00",19613000,Comedy,Family,Fantasy,,,,,,35000000,29197642,97799865,29197642,97799865,-5802358,33602223,27799865
Never Let Me Go,,2010,7,"111 307,00",111307000,Drama,Romance,Sci-Fi,,,,,,15000000,2434652,11173718,2434652,11173718,-12565348,-6260934,-18826282
Percy Jackson & the Olympians: The Lightning Thief,,2010,6,"143 056,00",143056000,Adventure,Family,Fantasy,,,,,,95000000,88768303,223050874,88768303,223050874,-6231697,39282571,33050874
Predators,,2010,6,"173 046,00",173046000,Action,Adventure,Sci-Fi,Thriller,,,,,40000000,52000688,127234389,52000688,127234389,12000688,35233701,47234389
RED,,2010,7,"241 519,00",241519000,Action,Comedy,Crime,Thriller,,,,,60000000,90380162,196439693,90380162,196439693,30380162,46059531,76439693
Remember Me,,2010,7,"115 306,00",115306000,Drama,Romance,,,,,,,16000000,19068240,56506120,19068240,56506120,3068240,21437880,24506120
Resident Evil: Afterlife,,2010,6,"133 091,00",133091000,Action,Adventure,Horror,Sci-Fi,,,,,57500000,60128566,295874190,60128566,295874190,2628566,178245624,180874190
Robin Hood,,2010,7,"213 954,00",213954000,Action,Adventure,Drama,History,Romance,,,,210000000,105269730,322241588,105269730,322241588,-104730270,6971858,-97758412
Salt,,2010,6,"248 329,00",248329000,Action,Crime,Mystery,Thriller,,,,,130000000,118311368,290650494,118311368,290650494,-11688632,42339126,30650494
Scott Pilgrim vs. the World,,2010,8,"278 319,00",278319000,Action,Comedy,Fantasy,Romance,,,,,85000000,31611316,48056764,31611316,48056764,-53388684,-68554552,-121943236
Sex and the City 2,,2010,4,"60 280,00",60280000,Comedy,Drama,Romance,,,,,,95000000,95347692,294680778,95347692,294680778,347692,104333086,104680778
Shutter Island,,2010,8,"802 461,00",802461000,Mystery,Thriller,,,,,,,80000000,128012934,299461782,128012934,299461782,48012934,91448848,139461782
Tangled,,2010,8,"299 861,00",299861000,Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance,,260000000,200821936,586581936,200821936,586581936,-59178064,125760000,66581936
The A-Team,,2010,7,"213 402,00",213402000,Action,Adventure,Comedy,Crime,Thriller,,,,110000000,77222099,177241171,77222099,177241171,-32777901,-9980928,-42758829
The Book of Eli,,2010,7,"230 562,00",230562000,Action,Adventure,Drama,Thriller,,,,,80000000,94835059,158750817,94835059,158750817,14835059,-16084242,-1249183
The Expendables,,2010,7,"273 588,00",273588000,Action,Adventure,Thriller,,,,,,82000000,103068524,268268174,103068524,268268174,21068524,83199650,104268174
The Fighter,,2010,8,"279 393,00",279393000,Biography,Drama,Sport,,,,,,11000000,93617009,129262388,93617009,129262388,82617009,24645379,107262388
The Karate Kid,,2010,6,"121 641,00",121641000,Action,Drama,Family,Sport,,,,,40000000,176591618,351774938,176591618,351774938,136591618,135183320,271774938
The Last Airbender,,2010,4,"120 094,00",120094000,Action,Adventure,Family,Fantasy,,,,,150000000,131772187,319713881,131772187,319713881,-18227813,37941694,19713881
The Losers,,2010,6,"75 400,00",75400000,Action,Crime,Drama,Mystery,Thriller,,,,25000000,23591432,29863840,23591432,29863840,-1408568,-18727592,-20136160
The Other Guys,,2010,7,"192 172,00",192172000,Action,Comedy,Crime,,,,,,100000000,119219978,170936470,119219978,170936470,19219978,-48283508,-29063530
The Runaways,,2010,7,"39 628,00",39628000,Biography,Drama,Music,,,,,,9500000,3573673,5278632,3573673,5278632,-5926327,-7795041,-13721368
The Social Network,,2010,8,"486 853,00",486853000,Biography,Drama,,,,,,,40000000,96962694,224922135,96962694,224922135,56962694,87959441,144922135
The Sorcerer's Apprentice,,2010,6,"125 676,00",125676000,Action,Adventure,Family,Fantasy,,,,,160000000,63150991,217986320,63150991,217986320,-96849009,-5164671,-102013680
The Town,,2010,8,"283 845,00",283845000,Crime,Drama,Thriller,,,,,,37000000,92186262,152566881,92186262,152566881,55186262,23380619,78566881
The Twilight Saga: Eclipse,,2010,5,"186 579,00",186579000,Adventure,Drama,Fantasy,Romance,,,,,68000000,300531751,706102828,300531751,706102828,232531751,337571077,570102828
The Wolfman,,2010,6,"90 136,00",90136000,Drama,Fantasy,Horror,Thriller,,,,,150000000,62189884,142634358,62189884,142634358,-87810116,-69555526,-157365642
Toy Story 3,,2010,8,"554 805,00",554805000,Animation,Adventure,Comedy,Family,Fantasy,,,,200000000,415004880,1069818229,415004880,1069818229,215004880,454813349,669818229
TRON: Legacy,Tron: Legacy,2010,7,"266 568,00",266568000,Action,Adventure,Sci-Fi,,,,,,200000000,172062763,397562763,172062763,397562763,-27937237,25500000,-2437237
True Grit,,2010,8,"244 411,00",244411000,Adventure,Drama,Western,,,,,,35000000,171243005,252276928,171243005,252276928,136243005,46033923,182276928
Valentine's Day,,2010,6,"96 326,00",96326000,Comedy,Romance,,,,,,,52000000,110485654,217569328,110485654,217569328,58485654,55083674,113569328
Winter's Bone,,2010,7,"112 824,00",112824000,Drama,,,,,,,,2000000,6531503,16131551,6531503,16131551,4531503,7600048,12131551
50/50,,2011,8,"273 256,00",273256000,Comedy,Drama,Romance,,,,,,8000000,35016118,41334735,35016118,41334735,27016118,-1681383,25334735
Bridesmaids,,2011,7,"221 139,00",221139000,Comedy,Romance,,,,,,,32500000,169106725,289527030,169106725,289527030,136606725,87920305,224527030
Captain America: The First Avenger,,2011,7,"518 145,00",518145000,Action,Adventure,Sci-Fi,,,,,,140000000,176654505,370569776,176654505,370569776,36654505,53915271,90569776
Contagion,,2011,7,"182 329,00",182329000,Drama,Thriller,,,,,,,60000000,75658097,137551594,75658097,137551594,15658097,1893497,17551594
Drive,,2011,8,"438 930,00",438930000,Crime,Drama,,,,,,,15000000,35060689,78054825,35060689,78054825,20060689,27994136,48054825
Fast Five,,2011,7,"288 065,00",288065000,Action,Crime,Thriller,,,,,,125000000,209837675,629969804,209837675,629969804,84837675,295132129,379969804
Footloose,,2011,6,"37 868,00",37868000,Comedy,Drama,Music,Romance,,,,,24000000,51802742,62989834,51802742,62989834,27802742,-12812908,14989834
Friends with Benefits,,2011,7,"274 292,00",274292000,Comedy,Romance,,,,,,,35000000,55802754,146595891,55802754,146595891,20802754,55793137,76595891
Green Lantern,,2011,6,"225 647,00",225647000,Action,Adventure,Sci-Fi,,,,,,200000000,116601172,231201172,116601172,231201172,-83398828,-85400000,-168798828
Hall Pass,,2011,6,"104 196,00",104196000,Comedy,Romance,,,,,,,68000000,45060734,87173475,45060734,87173475,-22939266,-25887259,-48826525
Hanna,,2011,7,"160 451,00",160451000,Action,Drama,Thriller,,,,,,30000000,40259119,65343694,40259119,65343694,10259119,-4915425,5343694
Horrible Bosses,,2011,7,"357 318,00",357318000,Comedy,Crime,,,,,,,35000000,117538559,212417601,117538559,212417601,82538559,59879042,142417601
Hugo,,2011,8,"248 338,00",248338000,Adventure,Drama,Family,Fantasy,Mystery,Romance,,,180000000,73864507,180047784,73864507,180047784,-106135493,-73816723,-179952216
I Am Number Four,,2011,6,"196 992,00",196992000,Action,Adventure,Sci-Fi,Thriller,,,,,50000000,55100437,146195159,55100437,146195159,5100437,41094722,46195159
Immortals,,2011,6,"139 225,00",139225000,Action,Drama,Fantasy,Romance,,,,,75000000,83504017,211562435,83504017,211562435,8504017,53058418,61562435
In Time,,2011,7,"308 591,00",308591000,Action,Sci-Fi,Thriller,,,,,,35000000,37553932,165103952,37553932,165103952,2553932,92550020,95103952
Just Go with It,,2011,6,"175 161,00",175161000,Comedy,Romance,,,,,,,80000000,103028109,214974953,103028109,214974953,23028109,31946844,54974953
Killer Elite,,2011,7,"106 773,00",106773000,Action,Crime,Thriller,,,,,,70000000,25124986,65409046,25124986,65409046,-44875014,-29715940,-74590954
La taupe,Tinker Tailor Soldier Spy,2011,7,"150 940,00",150940000,Drama,Mystery,Thriller,,,,,,21000000,24149393,81452811,24149393,81452811,3149393,36303418,39452811
Les Trois Mousquetaires,The Three Musketeers,2011,6,"89 223,00",89223000,Action,Adventure,Romance,,,,,,90000000,20377913,139877913,20377913,139877913,-69622087,29500000,-40122087
Like Crazy,,2011,7,"47 619,00",47619000,Drama,Romance,,,,,,,250000,3395391,3731489,3395391,3731489,3145391,86098,3231489
Limitless,,2011,7,"425 430,00",425430000,Mystery,Sci-Fi,Thriller,,,,,,27000000,79249455,155564919,79249455,155564919,52249455,49315464,101564919
Melancholia,,2011,7,"130 935,00",130935000,Drama,,,,,,,,9400000,3030848,21817298,3030848,21817298,-6369152,9386450,3017298
Midnight in Paris,,2011,8,"305 465,00",305465000,Comedy,Fantasy,Romance,,,,,,30000000,56816662,162942835,56816662,162942835,26816662,76126173,102942835
Moneyball,,2011,8,"286 850,00",286850000,Biography,Drama,Sport,,,,,,50000000,75605492,111300835,75605492,111300835,25605492,-14304657,11300835
No Strings Attached,,2011,6,"171 051,00",171051000,Comedy,Romance,,,,,,,25000000,70662220,149228078,70662220,149228078,45662220,53565858,99228078
One Day,,2011,7,"108 164,00",108164000,Drama,Romance,,,,,,,15000000,13843771,59168692,13843771,59168692,-1156229,30324921,29168692
Paul,,2011,7,"194 756,00",194756000,Adventure,Comedy,Sci-Fi,,,,,,40000000,37412945,101162106,37412945,101162106,-2587055,23749161,21162106
Pirates of the Caribbean: On Stranger Tides,,2011,7,"376 474,00",376474000,Action,Adventure,Fantasy,,,,,,250000000,241063875,1045663875,241063875,1045663875,-8936125,554600000,545663875
Real Steel,,2011,7,"257 418,00",257418000,Action,Drama,Family,Sci-Fi,Sport,,,,110000000,85463309,263880341,85463309,263880341,-24536691,68417032,43880341
Red Riding Hood,,2011,5,"92 264,00",92264000,Fantasy,Horror,Mystery,Thriller,,,,,42000000,37662162,91678442,37662162,91678442,-4337838,12016280,7678442
Rise of the Planet of the Apes,,2011,8,"408 384,00",408384000,Action,Drama,Sci-Fi,Thriller,,,,,93000000,176760185,482860185,176760185,482860185,83760185,213100000,296860185
Scream 4,,2011,6,"105 361,00",105361000,Horror,Mystery,,,,,,,40000000,38180928,95989590,38180928,95989590,-1819072,17808662,15989590
Shame,,2011,7,"147 857,00",147857000,Drama,,,,,,,,6500000,4002293,20412841,4002293,20412841,-2497707,9910548,7412841
Sherlock Holmes: A Game of Shadows,,2011,8,"343 017,00",343017000,Action,Adventure,Crime,Mystery,Thriller,,,,125000000,186848418,535663443,186848418,535663443,61848418,223815025,285663443
Something Borrowed,,2011,6,"48 639,00",48639000,Comedy,Drama,Romance,,,,,,35000000,39046489,65084116,39046489,65084116,4046489,-8962373,-4915884
Source Code,,2011,8,"385 510,00",385510000,Mystery,Sci-Fi,Thriller,,,,,,32000000,54712227,140428499,54712227,140428499,22712227,53716272,76428499
Sucker Punch,,2011,6,"199 496,00",199496000,Action,Fantasy,,,,,,,75000000,36392502,89758389,36392502,89758389,-38607498,-21634113,-60241611
Super 8,,2011,7,"290 808,00",290808000,Mystery,Sci-Fi,Thriller,,,,,,50000000,127004179,257972745,127004179,257972745,77004179,80968566,157972745
The Adjustment Bureau,,2011,7,"202 299,00",202299000,Romance,Sci-Fi,Thriller,,,,,,50200000,62495645,126931325,62495645,126931325,12295645,14235680,26531325
The Awakening,,2011,7,"47 350,00",47350000,Horror,Thriller,,,,,,,4900000,95933,6924321,95933,6924321,-4804067,1928388,-2875679
The Descendants,,2011,7,"206 736,00",206736000,Comedy,Drama,,,,,,,20000000,82624961,175507800,82624961,175507800,62624961,72882839,135507800
The Divide,,2011,6,"30 787,00",30787000,Drama,Sci-Fi,Thriller,,,,,,3000000,18000,156362,18000,156362,-2982000,-2861638,-5843638
The Girl with the Dragon Tattoo,,2011,8,"334 953,00",334953000,Crime,Drama,Mystery,Thriller,,,,,90000000,102515793,239373970,102515793,239373970,12515793,46858177,59373970
The Grey,,2011,7,"205 055,00",205055000,Action,Adventure,Drama,Thriller,,,,,25000000,51580136,81249176,51580136,81249176,26580136,4669040,31249176
The Help,,2011,8,"324 175,00",324175000,Drama,,,,,,,,25000000,169705587,213120004,169705587,213120004,144705587,18414417,163120004
The Ides of March,,2011,7,"190 418,00",190418000,Drama,,,,,,,,23000000,40962534,77735925,40962534,77735925,17962534,13773391,31735925
The Mechanic,,2011,7,"121 888,00",121888000,Action,Crime,Thriller,,,,,,42500000,29121498,76347393,29121498,76347393,-13378502,4725895,-8652607
The Thing,,2011,6,"96 618,00",96618000,Horror,Mystery,Sci-Fi,Thriller,,,,,38000000,16928670,27501814,16928670,27501814,-21071330,-27426856,-48498186
The Tree of Life,,2011,7,"138 284,00",138284000,Drama,Fantasy,,,,,,,35000000,13305665,61721826,13305665,61721826,-21694335,13416161,-8278174
Thor,,2011,7,"544 609,00",544609000,Action,Adventure,Fantasy,Sci-Fi,,,,,150000000,181030624,449326618,181030624,449326618,31030624,118295994,149326618
Transformers: Dark of the Moon,,2011,6,"329 257,00",329257000,Action,Adventure,Sci-Fi,,,,,,195000000,352390543,1123790543,352390543,1123790543,157390543,576400000,733790543
Une sÃ©paration,Jodaeiye Nader az Simin,2011,8,"155 023,00",155023000,Drama,Mystery,,,,,,,800000,7098492,24426169,7098492,24426169,6298492,16527677,22826169
Warrior,,2011,8,"337 998,00",337998000,Drama,Sport,,,,,,,25000000,13657115,24215385,13657115,24215385,-11342885,-14441730,-25784615
We Need to Talk About Kevin,,2011,8,"97 725,00",97725000,Crime,Drama,Mystery,Thriller,,,,,7000000,1738692,10765283,1738692,10765283,-5261308,2026591,-3234717
X-Men: First Class,X: First Class,2011,8,"525 853,00",525853000,Action,Adventure,Sci-Fi,,,,,,160000000,146408305,355408305,146408305,355408305,-13591695,49000000,35408305
5 Days of War,,2011,6,"12,20",12199,Action,Drama,War,,,,,,12000000,17479,87793,17479,87793,-11982521,-11929686,-23912207
A Little Bit of Heaven,,2011,6,"23,10",23097,Comedy,Drama,Fantasy,Romance,,,,,12500000,10011,1100287,10011,1100287,-12489989,-11409724,-23899713
Newlyweds,,2011,6,"1,35",1349,Comedy,Drama,,,,,,,9000,4584,4584,4584,4584,-4416,-4416,-8832
The Harvest/La Cosecha,,2011,7,"57,00",57000,Documentary,,,,,,,,560000,3709,3709,3709,3709,-556291,-556291,-1112582
21 Jump Street,,2012,7,"414 332,00",414332000,Action,Comedy,Crime,,,,,,42000000,138447667,202812429,138447667,202812429,96447667,22364762,118812429
Abraham Lincoln: Vampire Hunter,,2012,6,"129 888,00",129888000,Action,Fantasy,Horror,,,,,,67500000,37519139,137489730,37519139,137489730,-29980861,32470591,2489730
American Reunion,,2012,7,"173 682,00",173682000,Comedy,,,,,,,,50000000,56758835,236799211,56758835,236799211,6758835,130040376,136799211
Anna Karenina,,2012,7,"72 046,00",72046000,Drama,Romance,,,,,,,49000000,12816367,71004627,12816367,71004627,-36183633,9188260,-26995373
Argo,,2012,8,"458 743,00",458743000,Biography,Drama,History,Thriller,,,,,44500000,136025503,227140757,136025503,227140757,91525503,46615254,138140757
Bachelorette,,2012,5,"37 667,00",37667000,Comedy,Romance,,,,,,,3000000,446770,12577401,446770,12577401,-2553230,9130631,6577401
Battleship,,2012,6,"204 341,00",204341000,Action,Adventure,Sci-Fi,Thriller,,,,,209000000,65233400,305218228,65233400,305218228,-143766600,30984828,-112781772
Brave,,2012,7,"278 577,00",278577000,Animation,Adventure,Comedy,Family,Fantasy,,,,185000000,237282182,554606532,237282182,554606532,52282182,132324350,184606532
Cloud Atlas,,2012,8,"288 306,00",288306000,Drama,Sci-Fi,,,,,,,102000000,27108272,130673154,27108272,130673154,-74891728,1564882,-73326846
Dark Shadows,,2012,6,"201 852,00",201852000,Comedy,Fantasy,Horror,,,,,,150000000,79727149,238202668,79727149,238202668,-70272851,8475519,-61797332
Django Unchained,,2012,9,"975 097,00",975097000,Drama,Western,,,,,,,100000000,162805434,449948323,162805434,449948323,62805434,187142889,249948323
Dredd,,2012,7,"206 140,00",206140000,Action,Sci-Fi,,,,,,,45000000,13414714,41467606,13414714,41467606,-31585286,-16947108,-48532394
End of Watch,,2012,8,"183 861,00",183861000,Crime,Drama,Thriller,,,,,,15000000,41003371,57586606,41003371,57586606,26003371,1583235,27586606
Flight,,2012,7,"266 951,00",266951000,Drama,Thriller,,,,,,,31000000,93772375,160558438,93772375,160558438,62772375,35786063,98558438
Hotel Transylvania,,2012,7,"167 525,00",167525000,Animation,Comedy,Family,Fantasy,,,,,85000000,148313048,378505812,148313048,378505812,63313048,145192764,208505812
Jack Reacher,,2012,7,"231 155,00",231155000,Action,Crime,Mystery,Thriller,,,,,60000000,80070736,217370736,80070736,217370736,20070736,77300000,97370736
John Carter,,2012,7,"214 291,00",214291000,Action,Adventure,Sci-Fi,,,,,,275000000,73058679,282778100,73058679,282778100,-201941321,-65280579,-267221900
La maison au bout de la rue,House at the End of the Street,2012,6,"59 086,00",59086000,Drama,Horror,Thriller,,,,,,6900000,31611916,44103982,31611916,44103982,24711916,5592066,30303982
Lawless,,2012,7,"187 900,00",187900000,Crime,Drama,,,,,,,26000000,37397291,54393637,37397291,54393637,11397291,-9003654,2393637
Life of Pi,,2012,8,"447 602,00",447602000,Adventure,Drama,Fantasy,,,,,,120000000,124987022,607987022,124987022,607987022,4987022,363000000,367987022
Lincoln,,2012,7,"199 876,00",199876000,Biography,Drama,History,War,,,,,65000000,182207973,273346281,182207973,273346281,117207973,26138308,143346281
Looper,,2012,7,"434 682,00",434682000,Action,Crime,Drama,Sci-Fi,Thriller,,,,30000000,66486205,170466405,66486205,170466405,36486205,73980200,110466405
Magic Mike,,2012,6,"109 995,00",109995000,Comedy,Drama,,,,,,,7000000,113721571,170549753,113721571,170549753,106721571,49828182,156549753
Moonrise Kingdom,,2012,8,"241 752,00",241752000,Adventure,Comedy,Drama,Romance,,,,,16000000,45512466,68582095,45512466,68582095,29512466,7069629,36582095
Movie 43,,2012,4,"80 172,00",80172000,Comedy,Romance,,,,,,,10000000,8840453,31164747,8840453,31164747,-1159547,12324294,11164747
ParaNorman,,2012,7,"74 319,00",74319000,Animation,Adventure,Comedy,Family,Fantasy,,,,60000000,56003051,107593122,56003051,107593122,-3996949,-8409929,-12406878
Pitch Perfect,,2012,7,"217 217,00",217217000,Comedy,Music,Romance,,,,,,17000000,65001093,116044347,65001093,116044347,48001093,34043254,82044347
Project X,,2012,7,"158 813,00",158813000,Comedy,Crime,,,,,,,12000000,54731865,103028188,54731865,103028188,42731865,36296323,79028188
Prometheus,,2012,7,"461 084,00",461084000,Adventure,Mystery,Sci-Fi,,,,,,125000000,126477084,399005706,126477084,399005706,1477084,147528622,149005706
Resident Evil: Retribution,,2012,5,"106 343,00",106343000,Action,Horror,Sci-Fi,Thriller,,,,,65000000,42345531,238940997,42345531,238940997,-22654469,131595466,108940997
Rock of Ages,,2012,6,"62 650,00",62650000,Comedy,Drama,Musical,Romance,,,,,70000000,38518613,61031932,38518613,61031932,-31481387,-47486681,-78968068
Savages,,2012,7,"105 308,00",105308000,Crime,Drama,Thriller,,,,,,45000000,47323100,80594860,47323100,80594860,2323100,-11728240,-9405140
Silent Hill: Revelation 3D,,2012,5,"50 531,00",50531000,Adventure,Drama,Horror,Mystery,Thriller,,,,20000000,17530219,55975672,17530219,55975672,-2469781,18445453,15975672
Silver Linings Playbook,,2012,8,"540 986,00",540986000,Comedy,Drama,Romance,,,,,,21000000,132092958,236412453,132092958,236412453,111092958,83319495,194412453
Sinister,,2012,7,"158 909,00",158909000,Horror,Mystery,,,,,,,3000000,48086903,87727807,48086903,87727807,45086903,36640904,81727807
Skyfall,,2012,8,"528 541,00",528541000,Action,Adventure,Thriller,,,,,,200000000,304360277,1110526981,304360277,1110526981,104360277,606166704,710526981
Snow White and the Huntsman,,2012,6,"231 993,00",231993000,Action,Adventure,Drama,Fantasy,,,,,170000000,155136755,401016924,155136755,401016924,-14863245,75880169,61016924
Spring Breakers,,2012,5,"110 323,00",110323000,Crime,Drama,,,,,,,5000000,14124286,31149251,14124286,31149251,9124286,12024965,21149251
Ted,,2012,7,"477 277,00",477277000,Comedy,Fantasy,,,,,,,50000000,218665740,556016627,218665740,556016627,168665740,287350887,456016627
The Amazing Spider-Man,,2012,7,"457 122,00",457122000,Action,Adventure,,,,,,,220000000,262030663,757890267,262030663,757890267,42030663,275859604,317890267
The Avengers,,2012,8,"1 011 830,00",1011830000,Action,Sci-Fi,Thriller,,,,,,225000000,623279547,1519479547,623279547,1519479547,398279547,671200000,1069479547
The Bourne Legacy,,2012,7,"234 264,00",234264000,Action,Adventure,Drama,Romance,Thriller,,,,125000000,113203870,280355920,113203870,280355920,-11796130,42152050,30355920
The Cabin in the Woods,,2012,7,"282 421,00",282421000,Fantasy,Horror,Mystery,Thriller,,,,,30000000,42073277,70768144,42073277,70768144,12073277,-1305133,10768144
The Cold Light of Day,,2012,5,"29 043,00",29043000,Action,Thriller,,,,,,,20000000,3763583,25361206,3763583,25361206,-16236417,1597623,-14638794
The Dark Knight Rises,,2012,9,"1 163 892,00",1163892000,Action,Thriller,,,,,,,275000000,448139099,1084439099,448139099,1084439099,173139099,361300000,534439099
The Dictator,,2012,6,"217 060,00",217060000,Comedy,Romance,,,,,,,65000000,59650222,180148897,59650222,180148897,-5349778,55498675,50148897
The Expendables 2,,2012,7,"249 461,00",249461000,Action,Adventure,Thriller,,,,,,100000000,85028192,311979256,85028192,311979256,-14971808,126951064,111979256
The First Time,,2012,7,"50 761,00",50761000,Comedy,Drama,Romance,,,,,,2000000,17061,17061,17061,17061,-1982939,-1982939,-3965878
The Five-Year Engagement,,2012,6,"79 701,00",79701000,Comedy,Romance,,,,,,,30000000,28700285,61623819,28700285,61623819,-1299715,2923534,1623819
The Hobbit: An Unexpected Journey,,2012,8,"645 125,00",645125000,Adventure,Fantasy,,,,,,,250000000,303003568,1017003568,303003568,1017003568,53003568,464000000,517003568
The Hunger Games,,2012,7,"709 922,00",709922000,Adventure,Drama,Sci-Fi,Thriller,,,,,80000000,408010692,677923379,408010692,677923379,328010692,189912687,517923379
The Hunt,Jagten,2012,8,"175 156,00",175156000,Drama,,,,,,,,3450000,687185,18309793,687185,18309793,-2762815,14172608,11409793
The Iceman,,2012,7,"56 514,00",56514000,Biography,Crime,Drama,,,,,,10000000,1930282,3623609,1930282,3623609,-8069718,-8306673,-16376391
The Impossible,Lo imposible,2012,8,"147 143,00",147143000,Drama,Thriller,,,,,,,40000000,19019882,169590606,19019882,169590606,-20980118,110570724,89590606
The Lucky One,,2012,7,"78 539,00",78539000,Drama,Romance,,,,,,,25000000,60457138,96633833,60457138,96633833,35457138,11176695,46633833
The Master,,2012,7,"107 266,00",107266000,Drama,,,,,,,,37500000,16247159,58792011,16247159,58792011,-21252841,5044852,-16207989
The Perks of Being a Wallflower,,2012,8,"357 792,00",357792000,Drama,Romance,,,,,,,13000000,17742948,33069303,17742948,33069303,4742948,2326355,7069303
The Place Beyond the Pines,,2012,7,"189 960,00",189960000,Crime,Drama,Thriller,,,,,,15000000,21403519,47011449,21403519,47011449,6403519,10607930,17011449
The Possession,,2012,6,"47 730,00",47730000,Horror,Thriller,,,,,,,14000000,49130588,82925064,49130588,82925064,35130588,19794476,54925064
The Vow,,2012,7,"148 631,00",148631000,Drama,Romance,,,,,,,30000000,125014030,197618160,125014030,197618160,95014030,42604130,137618160
